一个人|在家|	:yigeren|zaijia|
中华人民共和国|刑法|	:zhonghuarenmingongheguo|xingfa|
中华人民共和国|卫生部|	:zhonghuarenmingongheguo|weishengbu|
中华人民共和国|商业|银行法|	:zhonghuarenmingongheguo|shangye|yinhangfa|
中华人民共和国|商务部|	:zhonghuarenmingongheguo|shangwubu|
中华人民共和国|国务院|	:zhonghuarenmingongheguo|guowuyuan|
中华人民共和国|国防部|	:zhonghuarenmingongheguo|guofangbu|
中华人民共和国|外交部|	:zhonghuarenmingongheguo|waijiaobu|
中华人民共和国|宪法|	:zhonghuarenmingongheguo|xianfa|
中华人民共和国|建设部|	:zhonghuarenmingongheguo|jianshebu|
中华人民共和国|教育部|	:zhonghuarenmingongheguo|jiaoyubu|
中华人民共和国|文化部|	:zhonghuarenmingongheguo|wenhuabu|
中华人民共和国|最高|人民|检察院|	:zhonghuarenmingongheguo|zuigao|renmin|jianchayuan|
中华人民共和国|水利部|	:zhonghuarenmingongheguo|shuilibu|
中华人民共和国|海关|	:zhonghuarenmingongheguo|haiguan|
中华人民共和国|海关总署|	:zhonghuarenmingongheguo|haiguanzongshu|
中华人民共和国|财政部|	:zhonghuarenmingongheguo|caizhengbu|
中华人民共和国|道路|	:zhonghuarenmingongheguo|daolu|
中华|会馆|	:zhonghua|huiguan|
中华|儿女|	:zhonghua|ernv|
中华|工商|	:zhonghua|gongsang|
中华|工商|	:zhonghua|gongshnag|
中华|工商|	:zhonghua|gongshang|
中华|搜索|	:zhonghua|shousuo|
中华|搜索|	:zhonghua|sosuo|
中华|搜索|	:zhonghua|sousuo|
中华|文化|	:zhonghua|wenhua|
中华|文明|	:zhonghua|wenming|
中华|民族|	:zhonghua|minzu|
中华|民族|博物馆|	:zhonghua|minzu|bowuguan|
中华|电信|	:zhonghua|dainxin|
中华|电信|	:zhonghua|dianxin|
中华|电视|公司|	:zhonghua|dianshi|gongsi|
中华网|公司|	:zhonghuawang|gongsi|
中华|苏维埃|共和国|	:zhonghua|suweiai|gongheguo|
中华|草龟|	:zhonghua|caogui|
中华|轿车|	:zhonghua|jiaoche|
中南|工业|大学|	:zhongnan|gongye|daxue|
中南|工业|大学|出版社|	:zhongnan|gongye|daxue|chubanshe|
中南|建筑|设计院|	:zhongnan|jianzhu|shejiyuan|
中南|政法|学院|	:zhongnan|zhengfa|xueyuan|
中南|电力|设计院|	:zhongnan|dianli|shejiyuan|
中南|财经大学|	:zhongnan|caijingdaxue|
中卫|一号|	:zhongwei|yihao|
中卫|公司|	:zhongwei|gongsi|
中原|书城|	:zhongyuan|shucheng|
中原|军区|	:zhongyuan|junqu|
中原|农民|出版社|	:zhongyuan|nongmin|chubanshe|
中原|市场|	:zhongyuan|shichang|
中原|逐鹿|	:zhongyuan|zhulu|
中唱|上海|公司|	:zhongchang|shanghai|gongsi|
中唱|公司|	:zhongchang|gongsi|
中唱|成都|公司|	:zhongchang|chengdu|gongsi|
中国|一拖|	:zhongguo|yituo|
中国一汽|集团|	:zhongguoyiqi|jituan|
中国|三峡|工程|	:zhongguo|sanxia|gongcheng|
中国|上海|	:zhongguo|shanghai|
中国|专利|	:zhongguo|zhuanli|
中国|专利|技术|开发|公司|	:zhongguo|zhuanli|jishu|kaifa|gongsi|
中国|世界语|出版社|	:zhongguo|shijieyu|chubanshe|
中国|东方|歌舞团|	:zhongguo|dongfang|gewutuan|
中国东方航空|公司|	:zhongguodongfanghangkong|gongsi|
中国|东方|资产|管理|公司|	:zhongguo|dongfang|zichan|guanli|gongsi|
中国|中医药|	:zhongguo|zhongyiyao|
中国|中医药|出版社|	:zhongguo|zhongyiyao|chubanshe|
中国|中央|交响乐团|	:zhongguo|zhongyang|jiaoxiangyuetuan|
中国|中央军委|	:zhongguo|zhongyangjunwei|
中国|中央|民族|乐团|	:zhongguo|zhongyang|minzu|yuetuan|
中国|中央|芭蕾|舞团|	:zhongguo|zhongyang|balei|wutuan|
中国|中小企业|	:zhongguo|zhongxiaoqiye|
中国|乒乓球|俱乐部|	:zhongguo|pingpangqiu|julebu|
中国|乒乓球|俱乐部|	:zhongguo|pinpangqiu|julebu|
中国|书店|	:zhongguo|shudian|
中国|书法家|	:zhongguo|shufajia|
中国|书画|	:zhongguo|shuhua|
中国|书画|函授|大学|	:zhongguo|shuhua|hanshou|daxue|
中国|互联网|	:zhongguo|hulianwang|
中国|互联|网络|	:zhongguo|hulian|wangluo|
中国|互联网|集团|	:zhongguo|hulianwang|jituan|
中国|交响乐团|	:zhongguo|jiaoxiangyuetuan|
中国|交通|	:zhongguo|jiaotong|
中国|交通部|	:zhongguo|jiaotongbu|
中国|产品|	:zhongguo|chanpin|
中国|京剧|	:zhongguo|jingju|
中国人|为何|	:zhongguoren|weihe|
中国|人事部|	:zhongguo|renshibu|
中国人口|出版社|	:zhongguorenkou|chubanshe|
中国|人妖|	:zhongguo|renyao|
中国人寿|上海|分公司|	:zhonguorenshou|shanghai|fengongsi|
中国人寿|上海|分公司|	:zhongguorenshou|shanghai|fengongsi|
中国人寿|上海市|分公司|	:zhonguorenshou|shanghaishi|fengongsi|
中国人寿|上海市|分公司|	:zhongguorenshou|shanghaishi|fengongsi|
中国|人寿保险|	:zhongguo|renshoubaoxian|
中国人寿|保险公司|	:zhonguorenshou|baoxiangongsi|
中国人寿|保险公司|	:zhongguorenshou|baoxiangongsi|
中国人寿|保险公司|北京|分公司|	:zhonguorenshou|baoxiangongsi|beijing|fengongsi|
中国人寿|保险公司|北京|分公司|	:zhongguorenshou|baoxiangongsi|beijing|fengongsi|
中国|人民|	:zhongguo|renmin|
中国|人民|保险公司|	:zhongguo|renmin|baoxiangongsi|
中国|人民|保险公司|北京|分公司|	:zhongguo|renmin|baoxiangongsi|beijing|fengongsi|
中国|人民|保险公司|北京市|分公司|	:zhongguo|renmin|baoxiangongsi|beijingshi|fengongsi|
中国|人民|保险公司|广东省|分公司|	:zhongguo|renmin|baoxiangongsi|guangdongsheng|fengongsi|
中国人民大学|会计系|	:zhongguorenmindaxue|kuaijixi|
中国人民大学|出版社|	:zhongguorenmindaxue|chubanshe|
中国人民大学|工商管理|学院|	:zhongguorenmindaxue|gongshangguanli|xueyuan|
中国人民大学|新闻|学院|	:zhongguorenmindaxue|xingwen|xueyuan|
中国人民大学|新闻|学院|	:zhongguorenmindaxue|xinwe|xueyuan|
中国人民大学|新闻|学院|	:zhongguorenmindaxue|xinweng|xueyuan|
中国人民大学|新闻|学院|	:zhongguorenmindaxue|xiwen|xueyuan|
中国人民大学|新闻|学院|	:zhongguorenmindaxue|xinwen|xueyuan|
中国人民大学|附中|	:zhongguorenmindaxue|fuzhong|
中国|人民|抗日战争|	:zhongguo|renmin|kangrizhanzheng|
中国|人民|武装|警察|部队|	:zhongguo|renmin|wuzhuang|jingcha|budui|
中国人民解放军|军乐团|	:zhongguorenminjiefangjun|junyuetuan|
中国人民解放军|军事|法院|	:zhongguorenminjiefangjun|juenshi|fayuan|
中国人民解放军|军事|法院|	:zhongguorenminjiefangjun|junshi|fayuan|
中国人民解放军|国防大学|	:zhongguorenminjiefangjun|guofangdaxue|
中国人民解放军|海军|	:zhongguorenminjiefangjun|haijun|
中国人民解放军|空军|	:zhongguorenminjiefangjun|kongjun|
中国人民解放军|驻港部队|	:zhongguorenminjiefangjun|zhugangbudui|
中国|人民|解放战争|	:zhongguo|renmin|jiefangzhanzheng|
中国人民银行|总行|	:zhongguorenminyinhang|zonghang|
中国|人民|银行法|	:zhongguo|renmin|yinhangfa|
中国|人民|革命|军事博物馆|	:zhongguo|renmin|geming|junshibowuguan|
中国|企业家|	:zhongguo|qiyejia|
中国|企业管理|	:zhongguo|qiyeguanli|
中国|传统文化|	:zhongguo|chuantongwenhua|
中国|佛教|	:zhongguo|fujiao|
中国|佛教|	:zhongguo|fojiao|
中国|作家|	:zhongguo|zuojia|
中国|保利|集团|	:zhongguo|baoli|jituan|
中国|保监会|	:zhongguo|baojianhui|
中国|保险|	:zhongguo|baoxian|
中国|信达|资产|管理|公司|	:zhongguo|xinda|zichan|guanli|gongsi|
中国|儿童|剧场|	:zhongguo|ertong|juchang|
中国光大银行|武汉|分行|	:zhongguoguangdayinhang|wuhan|fenhang|
中国|光大|集团|	:zhongguo|guangda|jituan|
中国|光大|集团|有限公司|	:zhongguo|guangda|jituan|youxiangongsi|
中国|全国人大|	:zhongguo|quanguorenda|
中国|全国|政协|	:zhongguo|quanguo|zhengxie|
中国|公安部|	:zhongguo|gonganbu|
中国|共产主义|	:zhongguo|gongchanzhuyi|
中国共产党|党员|	:zggcd|dangyuan|
中国共产党|党员|	:zhongguogongchandang|dangyuan|
中国共产党|领导|	:zggcd|lingdao|
中国共产党|领导|	:zhongguogongchandang|lingdao|
中国|共享|软件|	:zhongguo|gongxiang|ruanjian|
中国共青团|中央|	:zhongguogongqingtuan|zhongyang|
中国|兵器|工业|集团|	:zhongguo|bingqi|gongye|jituan|
中国|兵器|工业|集团|公司|	:zhongguo|bingqi|gongye|jituan|gongsi|
中国|兵器|装备|集团|	:zhongguo|bingqi|zhuangbei|jituan|
中国|内地|	:zhongguo|neidi|
中国|写字楼|	:zhongguo|xiezilou|
中国农业|出版社|	:zhongguonongye|chubanshe|
中国|农业发展银行|	:zhongguo|nongyefazhanyinhang|
中国农业|生产|资料|集团|公司|	:zhongguonongye|shengchan|ziliao|jituan|gongsi|
中国农业银行|北京分行|	:zhongguonongyeyinhang|beijingfenhang|
中国农业银行|新疆|分行|	:zhongguonongyeyinhang|xinjiang|fenhang|
中国|农村|	:zhongguo|nongcun|
中国|农民|	:zhongguo|nongmin|
中国|冶金|建设|集团|公司|	:zhongguo|yejin|jianshe|jituan|gongsi|
中国|凤凰|	:zhongguo|fenghuan|
中国|凤凰|	:zhongguo|fonghuang|
中国|凤凰|	:zhongguo|fenghuang|
中国|出口|	:zhongguo|chukou|
中国|创业|	:zhongguo|chuangye|
中国|创业|投资|有限公司|	:zhongguo|chuangye|touzi|youxiangongsi|
中国|化妆品|	:zhongguo|huazhuangpin|
中国|北京大学|	:zhongguo|beijingdaxue|
中国|北方|	:zhongguo|beifang|
中国|北方|工业|公司|	:zhongguo|beifang|gongye|gongsi|
中国|北方|航空公司|	:zhongguo|beifang|hangkonggongsi|
中国|北海舰队|	:zhongguo|beihaijiandui|
中国|医学|	:zhongguo|yixue|
中国|医药|	:zhongguo|yiyao|
中国|医药|科技|出版社|	:zhongguo|yiyao|keji|chubanshe|
中国|十大|	:zhongguo|shida|
中国|华中|电力|集团|公司|	:zhongguo|huazhong|dianli|jituan|gongsi|
中国|华为|公司|	:zhongguo|huawe|gongsi|
中国|华为|公司|	:zhongguo|huawei|gongsi|
中国|华能|集团|	:zhongguo|huaneng|jituan|
中国|协和|医科大学|	:zhongguo|xiehe|yikedaxue|
中国|南方|	:zhongguo|nanfang|
中国|南方航空公司|	:zhongguo|nanfanghangkonggongsi|
中国|博客网|	:zhongguo|bokewang|
中国|卫生部|	:zhongguo|weishengbu|
中国|印刷|博物馆|	:zhongguo|yinshua|bowuguan|
中国|历史上|	:zhongguo|lishishang|
中国历史|博物馆|	:zhongguolishi|bowuguan|
中国历史|文化|	:zhongguolishi|wenhua|
中国古代|文学|	:zhongguogudai|wenxue|
中国|古典|	:zhongguo|gudian|
中国|台北|	:zhongguo|taipei|
中国|台北|	:zhongguo|taibei|
中国|台北|女足|	:zhongguo|taipei|nvzu|
中国|台北|女足|	:zhongguo|taibei|nvzu|
中国|台湾|	:zhongguo|taiwan|
中国|司法部|	:zhongguo|sifabu|
中国|吉利|集团|	:zhongguo|jili|jituan|
中国|同性恋|	:zhongguo|tongxinlian|
中国|同性恋|	:zhongguo|tongxinglian|
中国|名牌|	:zhongguo|mingpai|
中国|名牌|产品|	:zhongguo|mingpai|chanpin|
中国|商务部|	:zhongguo|shangwubu|
中国|嘉德|国际|拍卖|公司|	:zhongguo|jiade|guoji|paimai|gongsi|
中国|嘉德|国际|拍卖|有限公司|	:zhongguo|jiade|guoji|paimai|youxiangongsi|
中国|围棋|	:zhongguo|weiqi|
中国|国务院|	:zhongguo|guowuyuan|
中国|国务院|新闻|办公室|	:zhongguo|guowuyuan|xingwen|bangongshi|
中国|国务院|新闻|办公室|	:zhongguo|guowuyuan|xinwe|bangongshi|
中国|国务院|新闻|办公室|	:zhongguo|guowuyuan|xinweng|bangongshi|
中国|国务院|新闻|办公室|	:zhongguo|guowuyuan|xiwen|bangongshi|
中国|国务院|新闻|办公室|	:zhongguo|guowuyuan|xinwen|bangongshi|
中国|国家体育总局|	:zhongguo|guojiatiyuzongju|
中国|国家图书馆|	:zhongguo|guojiatushuguan|
中国|国家外汇管理局|	:zhongguo|guojiawaihuiguanliju|
中国|国家林业局|	:zhongguo|guojialinyeju|
中国|国家|男篮|	:zhongguo|guojia|nanlan|
中国|国家知识产权局|	:zhongguo|guojiazhishichanquanju|
中国|国家税务总局|	:zhongguo|guojiashuiwuzongju|
中国|国歌|	:zhongguo|guoge|
中国|国民党|	:zhongguo|guomindang|
中国|国贸|	:zhongguo|guomao|
中国|国防部|	:zhongguo|guofangbu|
中国国际|体育|旅游|公司|	:zhongguoguoji|tiyu|lvyou|gongsi|
中国国际|信托|投资公司|	:zhongguoguoji|xintuo|touzigongsi|
中国国际|商会|	:zhongguoguoji|shanghui|
中国国际|工程|咨询公司|	:zhongguoguoji|gongcheng|zixungongsi|
中国国际|广告公司|	:zhongguoguoji|guanggaogongsi|
中国国际|广播电台|	:zhongguoguoji|guangbodiantai|
中国国际|文化|艺术|公司|	:zhongguoguoji|wenhua|yishu|gongsi|
中国国际|旅行社|	:zhongguoguoji|lvxingshe|
中国国际|航空公司|	:zhongguoguoji|hangkonggongsi|
中国|国际贸易|	:zhongguo|guojimaoyi|
中国国际|金融|有限公司|	:zhongguoguoji|jinrong|youxiangongsi|
中国|土木工程|集团|公司|	:zhongguo|tumugongcheng|jituan|gongsi|
中国|地产|	:zhongguo|dichan|
中国地图|出版社|	:zhonguoditu|chubanshe|
中国地图|出版社|	:zhongguoditu|chubanshe|
中国|地震局|	:zhongguo|dizhenju|
中国|塑料|	:zhongguo|suliao|
中国|外交学院|	:zhongguo|waijiaoxueyuan|
中国|大使馆|	:zhongguo|dashiguan|
中国|大剧院|	:zhongguo|dajuyuan|
中国|大地|出版社|	:zhongguo|dadi|chubanshe|
中国大学|排行榜|	:zhongguodaxue|paihangbang|
中国|大学生|	:zhongguo|daxuesheng|
中国|大学生就业|	:zhongguo|daxueshengjiuye|
中国|大陆|	:zhongguo|dalu|
中国|太平洋|保险公司|	:zhongguo|taipingyang|baoxiangongsi|
中国|奥委会|	:zhongguo|aoweihui|
中国|女子|	:zhongguo|nvzi|
中国|女子|体操队|	:zhongguo|nvzi|ticaodui|
中国|学生|	:zhongguo|xuesheng|
中国|宁波|	:zhongguo|ningbo|
中国|宁波网|	:zhongguo|ningbowang|
中国|家用电器|	:zhongguo|jiayongdianqi|
中国|家电|	:zhongguo|jiadian|
中国|宽带|	:zhongguo|kuandai|
中国|对外经济贸易大学|	:zhongguo|duiwaijingjimaoyidaxue|
中国|小姐|	:zhongguo|xiaojie|
中国|少儿|出版社|	:zhongguo|shaoer|chubanshe|
中国|少年儿童|出版社|	:zhongguo|shaonianertong|chubanshe|
中国少年|报社|	:zhongguoshaonian|baoshe|
中国|嵩山|少林寺|	:zhongguo|songshan|shaolinsi|
中国|工人|	:zhongguo|gongren|
中国|工人|出版社|	:zhongguo|gongren|chubanshe|
中国|工会|	:zhongguo|gonghui|
中国|工商|	:zhongguo|gongsang|
中国|工商|	:zhongguo|gongshnag|
中国|工商|	:zhongguo|gongshang|
中国工商银行|上海市|分行|	:zhongguogongshangyinghang|shanghaishi|fenhang|
中国工商银行|上海市|分行|	:zhongguogongshangyinhang|shanghaishi|fenhang|
中国工商银行|北京市|分行|	:zhongguogongshangyinghang|beijingshi|fenhang|
中国工商银行|北京市|分行|	:zhongguogongshangyinhang|beijingshi|fenhang|
中国工商银行|安徽省|分行|	:zhongguogongshangyinghang|anhuisheng|fenhang|
中国工商银行|安徽省|分行|	:zhongguogongshangyinhang|anhuisheng|fenhang|
中国工商银行|总行|	:zhongguogongshangyinghang|zonghang|
中国工商银行|总行|	:zhongguogongshangyinhang|zonghang|
中国工商银行|湖北省|分行|	:zhongguogongshangyinghang|hubeisheng|fenhang|
中国工商银行|湖北省|分行|	:zhongguogongshangyinhang|hubeisheng|fenhang|
中国|工艺品|	:zhongguo|gongyipin|
中国|市场|	:zhongguo|shichang|
中国|市场经济|	:zhongguo|shichangjingji|
中国平安|保险公司|	:zhonggpingan|baoxiangongsi|
中国平安|保险公司|	:zhongguopinan|baoxiangongsi|
中国平安|保险公司|	:zhongguopingan|baoxiangongsi|
中国|广东|	:zhongguo|guangdong|
中国|广播|	:zhongguo|guangbo|
中国|广播|交响乐团|	:zhongguo|guangbo|jiaoxiangyuetuan|
中国|广播|公司|	:zhongguo|guangbo|gongsi|
中国|广播|民族|乐团|	:zhongguo|guangbo|minzu|yuetuan|
中国|广播|电视|出版社|	:zhongguo|guangbo|dianshi|chubanshe|
中国|建材|	:zhongguo|jiancai|
中国|建材|工业|出版社|	:zhongguo|jiancai|gongye|chubanshe|
中国建设银行|北京分行|	:zgjsyh|beijingfenhang|
中国建设银行|北京分行|	:zhongguojiansheyinhang|beijingfenhang|
中国建设银行|北京市|分行|	:zgjsyh|beijingshi|fenhang|
中国建设银行|北京市|分行|	:zhongguojiansheyinhang|beijingshi|fenhang|
中国建设银行|四川省|分行|	:zgjsyh|sichuansheng|fenhang|
中国建设银行|四川省|分行|	:zhongguojiansheyinhang|sichuansheng|fenhang|
中国建设银行|总行|	:zgjsyh|zonghang|
中国建设银行|总行|	:zhongguojiansheyinhang|zonghang|
中国|当代|	:zhongguo|dangdai|
中国|惠普|有限公司|	:zhongguo|huipu|youxiangongsi|
中国|戏曲|	:zhongguo|xiqu|
中国|戏曲|学院|	:zhongguo|xiqu|xueyuan|
中国|戏曲|学院|附中|	:zhongguo|xiqu|xueyuan|fuzhong|
中国|成人|	:zhongguo|chengren|
中国|房地产|	:zhongguo|fangdichan|
中国手机|市场|	:zhongguoshouji|shichang|
中国|投资|有限公司|	:zhongguo|touzi|youxiangongsi|
中国|投资银行|	:zhongguo|touziyinhang|
中国|护士|	:zhongguo|hushi|
中国|搜索|	:zhongguo|shousuo|
中国|搜索|	:zhongguo|sosuo|
中国|搜索|	:zhongguo|sousuo|
中国|摄影|	:zhongguo|sheying|
中国|摄影|出版社|	:zhongguo|sheying|chubanshe|
中国|摇滚乐|	:zhongguo|yaogunyue|
中国|收藏|	:zhongguo|shoucang|
中国|改革开放|	:zhongguo|gaigekaifang|
中国|政协|	:zhongguo|zhengxie|
中国|教会|	:zhongguo|jiaohui|
中国教育|工会|	:zhongguojiaoyu|gonghui|
中国教育|资源|	:zhongguojiaoyu|ziyuan|
中国|教育部|	:zhongguo|jiaoyubu|
中国文化|书院|	:zhongguowenhua|shuyuan|
中国文化|艺术|有限公司|	:zhongguowenhua|yishu|youxiangongsi|
中国|文化部|	:zhongguo|wenhuabu|
中国|文学|	:zhongguo|wenxue|
中国|新民主主义革命|	:zhongguo|xinminzhuzhuyigeming|
中国|方正|出版社|	:zhongguo|fangzheng|chubanshe|
中国旅游|出版社|	:zhongguolvyou|chubanshe|
中国旅游|国际|信托|投资|有限公司|	:zhongguolvyou|guoji|xintuo|touzi|youxiangongsi|
中国旅游|学院|	:zhongguolvyou|xueyuan|
中国|明星|	:zhongguo|mingxing|
中国|最大|	:zhongguo|zuida|
中国|最美|	:zhongguo|zuimei|
中国|最高|人民|检察院|	:zhongguo|zuigao|renmin|jianchayuan|
中国|最高|人民|法院|	:zhongguo|zuigao|renmin|fayuan|
中国服装|集团|公司|	:zhongguofuzhuang|jituan|gongsi|
中国|机械网|	:zhongguo|jixiewang|
中国|林业|	:zhongguo|linye|
中国|林业|出版社|	:zhongguo|linye|chubanshe|
中国|林业|大学|	:zhongguo|linye|daxue|
中国|标准|缝纫机|集团|有限公司|	:zhongguo|biaozhun|fengrenji|jituan|youxiangongsi|
中国档案|出版社|	:zhongguodangan|chubanshe|
中国|模具|	:zhongguo|muju|
中国|欧盟|商会|	:zhongguo|oumeng|shanghui|
中国|歌舞团|	:zhongguo|gewutuan|
中国|民政部|	:zhongguo|minzhengbu|
中国|民歌|	:zhongguo|minge|
中国|民间|	:zhongguo|minjian|
中国|水利|	:zhongguo|shuili|
中国|水利水电|	:zhongguo|shuilishuidian|
中国水电|八局|	:zhongguoshuidian|baju|
中国|江苏|	:zhongguo|jiangsu|
中国汽车|工业|	:zhongguoqiche|gongye|
中国汽车|市场|	:zhongguoqiche|shichang|
中国汽车|报社|	:zhongguoqiche|baoshe|
中国|法律|	:zhongguo|falv|
中国|注册会计师|	:zhongguo|zhucekuaijishi|
中国|浙江|	:zhongguo|zhejiang|
中国|海关总署|	:zhongguo|haiguanzongshu|
中国海洋|石油|公司|	:zhongguohaiyang|shiyou|gongsi|
中国海洋|石油|有限公司|	:zhongguohaiyang|shiyou|youxiangongsi|
中国|潜艇|	:zhongguo|qianting|
中国|烹饪|	:zhongguo|pengren|
中国|煤炭|	:zhongguo|meitan|
中国|煤炭|工业|进出口|集团|公司|	:zhongguo|meitan|gongye|jinchukou|jituan|gongsi|
中国|煤炭|进出口|公司|	:zhongguo|meitan|jinchukou|gongsi|
中国|爱乐乐团|	:zhongguo|aiyueyuetuan|
中国|物价|出版社|	:zhongguo|wujia|chubanshe|
中国|物流|	:zhongguo|wuliu|
中国特色|社会主义|	:zhongguotese|shehuizhuyi|
中国电信|集团|	:zhongguodianx|jituan|
中国电信|集团|	:zhongguodianxing|jituan|
中国电信|集团|	:zhongguodianxin|jituan|
中国电信|集团|公司|	:zhongguodianx|jituan|gongsi|
中国电信|集团|公司|	:zhongguodianxing|jituan|gongsi|
中国电信|集团|公司|	:zhongguodianxin|jituan|gongsi|
中国电子|商会|	:zhongguodianzi|shanghui|
中国|电子商务|	:zhongguo|dianzishangwu|
中国电影|乐团|	:zhongguodianying|yuetuan|
中国电影|乐团|交响乐团|	:zhongguodianying|yuetuan|jiaoxiangyuetuan|
中国电影|公司|	:zhongguodianying|gongsi|
中国电影|出版社|	:zhongguodianying|chubanshe|
中国电影|集团|	:zhongguodianying|jituan|
中国电影|集团|公司|	:zhongguodianying|jituan|gongsi|
中国电网|建设|有限公司|	:zhongguodianwang|jianshe|youxiangongsi|
中国|电视|公司|	:zhongguo|dianshi|gongsi|
中国|男子|体操队|	:zhongguo|nanzi|ticaodui|
中国|皇帝|	:zhongguo|huangdi|
中国石化|长城|润滑油|集团|有限公司|	:zhongguoshihua|changcheng|runhuayou|jituan|youxiangongsi|
中国石化|集团|	:zhongguoshihua|jituan|
中国石化|集团|公司|	:zhongguoshihua|jituan|gongsi|
中国|石油化工|	:zhongguo|shiyouhuagong|
中国|石油化工|集团|公司|	:zhongguo|shiyouhuagong|jituan|gongsi|
中国石油|天然气|	:zhongguoshiyou|tianranqi|
中国石油|天然气|公司|	:zhongguoshiyou|tianranqi|gongsi|
